0,-0.25682075639349544,6,2
1,0.3861143131316785,4,2
2,-0.4803706865248223,5,2
3,-0.37900725132281876,4,3
4,-0.49624949724541306,5,2
5,-0.14713069497942605,2,2
6,0.46727670919669745,3,3
7,-0.5086808763779641,5,3
8,-0.3135464240078288,0,2
9,0.6292782460536783,2,2
10,0.6509131159162482,10,2
0,0.7005076974921005,10,2
11,-0.0328465067309488,2,2
1,-0.3742946105870896,2,2
12,-0.44165720242179424,6,3
2,-0.44165720242179424,6,3
13,-0.7723653893365889,2,2
3,-0.7723653893365889,2,2
14,-1.1444822579427518,0,2
4,-1.1444822579427518,0,2
15,-0.3820458779765645,4,2
5,-0.3820458779765645,4,2
16,-0.27690608702522707,3,3
6,-0.22370166673250927,3,3
17,-0.4601697831127692,2,2
7,-0.4601697831127692,2,2
18,-0.3154552342331745,4,3
8,-0.29034205495324533,4,3
19,-0.8786799576776567,1,2
9,-0.8786799576776567,1,2
20,-0.17011030219393258,1,3
10,-0.17011030219393258,1,3
21,-1.1676661101396277,0,2
11,-1.1676661101396277,0,2
22,-0.3040707026908901,0,1
12,-0.3040707026908901,0,1
23,1.0101010101010102,0,1
13,1.0101010101010102,0,1
14,-0.6388615168290138,0,2
24,-0.6388615168290138,0,2
15,-0.19825353525818382,1,1
25,-0.18566047120493787,0,1
26,0.5343526364545262,4,1
16,0.5002768413989965,4,1
0,0.17696409059762472,7,2
27,0.4527524955600585,0,1
17,0.4593254995370544,0,1
1,0.6513113227981968,0,1
28,0.8233338412854243,0,1
18,0.8306580439840747,0,1
2,1.0101010101010102,0,1
29,1.0101010101010102,0,1
19,1.0101010101010102,0,1
3,1.0101010101010102,0,1
30,1.0101010101010102,0,1
20,1.0101010101010102,0,1
4,1.0101010101010102,0,1
31,1.0101010101010102,0,1
21,1.0101010101010102,0,1
5,1.0101010101010102,0,1
32,1.0101010101010102,0,1
22,1.0101010101010102,0,1
6,1.0101010101010102,0,1
